recordid	userid	session	trialNum	task	imgname	srounded	sangular	slinear	smovement	spoints	ssoft	srepeated	water	people	plants	food	animals	temperature	scenetype	movement	location	keywords	timetorespond	score	z	trials	timestamp	created_at	updated_at
365	3a368818b7	1	1	GotPsi	p31032	1.00	0.00	1.00	NULL	0.00	1.00	0.00	2.00	3.00	2.00	2.00	2.00	3.00	2.00	3.00	4.00	city,tall,sun,,	66	0	0.59	1	2023-06-05 18:08:31	2023-06-05 18:08:31	2023-06-05 18:08:31
366	3a368818b7	1	1	GotPsi	p1032	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	3.00	3.00	1.00	3.00	3.00	5.00	3.00	5.00	boat,water,trees,,	56	0	1.39	1	2023-06-05 18:10:04	2023-06-05 18:10:04	2023-06-05 18:10:04
367	3a368818b7	1	1	GotPsi	400006	0.00	1.00	1.00	NULL	1.00	0.00	1.00	4.00	2.00	3.00	1.00	5.00	3.00	5.00	4.00	5.00	bird,water,trees,,	57	0	0.20	1	2023-06-05 18:11:08	2023-06-05 18:11:08	2023-06-05 18:11:08
368	3a368818b7	1	1	GotPsi	p40018	0.00	1.00	1.00	NULL	0.00	0.00	0.00	2.00	2.00	2.00	1.00	1.00	3.00	3.00	5.00	5.00	fireworks,sky,smoke,,	59	0	0.81	1	2023-06-05 18:12:26	2023-06-05 18:12:26	2023-06-05 18:12:26
369	3a368818b7	1	1	GotPsi	400006	1.00	0.00	0.00	NULL	1.00	1.00	0.00	1.00	3.00	1.00	1.00	2.00	3.00	3.00	1.00	1.00	portrait,paint,frame,,	60	0	-0.33	1	2023-06-05 18:13:37	2023-06-05 18:13:37	2023-06-05 18:13:37
370	07d6265486	1	1	GotPsi	p1054	0.00	1.00	1.00	NULL	0.00	0.00	1.00	4.00	2.00	5.00	2.00	3.00	4.00	5.00	4.00	4.00	airy,lush,humid,windy,short	63	0	0.94	1	2023-06-05 21:29:53	2023-06-05 21:29:53	2023-06-05 21:29:53
371	6c49d1f204	1	1	gotpsi	p1032	0.00	1.00	1.00	NULL	1.00	0.00	1.00	1.00	5.00	1.00	2.00	2.00	5.00	4.00	5.00	5.00	Movement,Circles,Vibrant,,	87	0	-0.07	1	2023-06-06 06:58:52	2023-06-06 06:58:52	2023-06-06 06:58:52
372	6c49d1f204	1	2	gotpsi	p100097	1.00	1.00	0.00	NULL	0.00	1.00	0.00	4.00	1.00	5.00	1.00	3.00	2.00	5.00	2.00	5.00	Calm,Trees,Nature,,	83	0_100	-0.70	1	2023-06-06 07:00:33	2023-06-06 07:00:33	2023-06-06 07:00:33
373	551ffb1b22	1	1	gotpsi	400060	0.00	1.00	0.00	NULL	1.00	0.00	0.00	2.00	2.00	5.00	1.00	1.00	3.00	5.00	1.00	5.00	tree,feather,wave,green,blue	120	0	-0.15	1	2023-06-06 12:59:14	2023-06-06 12:59:14	2023-06-06 12:59:14
374	551ffb1b22	1	2	gotpsi	p10046	1.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	4.00	2.00	3.00	1.00	4.00	1.00	4.00	5.00	park,chess,candy,dredel,game	137	0_100	1.42	1	2023-06-06 13:01:36	2023-06-06 13:01:36	2023-06-06 13:01:36
375	fff8c30e58	1	1	GotPsi	400033	0.00	0.00	1.00	NULL	0.00	0.00	1.00	5.00	5.00	4.00	3.00	3.00	4.00	1.00	1.00	5.00	metal,bridge,water,,	31	0	-0.24	1	2023-06-06 14:06:14	2023-06-06 14:06:14	2023-06-06 14:06:14
376	e9390c54e4	1	1	gotpsi	400002	0.00	1.00	1.00	NULL	0.00	1.00	1.00	1.00	2.00	3.00	1.00	3.00	3.00	5.00	4.00	5.00	Cliffs,Sun,Skyward,,	355	0	-0.69	1	2023-06-06 17:53:19	2023-06-06 17:53:19	2023-06-06 17:53:19
377	e9390c54e4	1	1	gotpsi	p29024	1.00	1.00	1.00	NULL	0.00	1.00	0.00	1.00	1.00	5.00	1.00	1.00	3.00	5.00	1.00	5.00	Trees,Mountains,Meadows,,	237	0	-1.85	1	2023-06-06 17:57:52	2023-06-06 17:57:52	2023-06-06 17:57:52
378	2797915e6e	1	1	gotpsi	p1050	0.00	0.00	1.00	NULL	1.00	1.00	0.00	3.00	1.00	5.00	1.00	1.00	3.00	5.00	1.00	5.00	Green,Leafs,Bushes,,	67	0	2.00	1	2023-06-06 18:10:52	2023-06-06 18:10:52	2023-06-06 18:10:52
379	2797915e6e	1	2	gotpsi	ph02809j	0.00	1.00	0.00	NULL	1.00	1.00	1.00	1.00	2.00	1.00	2.00	1.00	5.00	2.00	4.00	3.00	Purple,Dark,Circle,,	78	0_100	1.36	1	2023-06-06 18:12:17	2023-06-06 18:12:17	2023-06-06 18:12:17
380	1309e0c93b	1	1	gotpsi	j0175402	1.00	1.00	1.00	NULL	0.00	0.00	0.00	3.00	1.00	4.00	3.00	1.00	3.00	5.00	3.00	5.00	Three,Green,Many,,	64	0	-0.33	1	2023-06-06 23:52:30	2023-06-06 23:52:30	2023-06-06 23:52:30
381	1309e0c93b	1	2	gotpsi	p30083	0.00	1.00	1.00	NULL	0.00	1.00	0.00	4.00	3.00	4.00	3.00	2.00	3.00	4.00	2.00	3.00	Multi,Deep,Alive,,	40	0_100	0.64	1	2023-06-06 23:53:18	2023-06-06 23:53:18	2023-06-06 23:53:18
382	fff8c30e58	1	1	GotPsi	p8044	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	5.00	5.00	3.00	3.00	5.00	5.00	5.00	5.00	sand,ocean,beach,,	34	0	1.28	1	2023-06-07 13:59:43	2023-06-07 13:59:43	2023-06-07 13:59:43
383	73edb425b7	1	1	GotPsi	p170013	0.00	0.00	0.00	NULL	1.00	0.00	1.00	2.00	3.00	4.00	4.00	2.00	4.00	4.00	4.00	4.00	flowers,plants,rock,,	114	0	-0.43	1	2023-06-08 06:32:12	2023-06-08 06:32:12	2023-06-08 06:32:12
384	73edb425b7	1	1	GotPsi	j0178843	1.00	0.00	0.00	NULL	0.00	0.00	1.00	1.00	1.00	4.00	4.00	4.00	4.00	4.00	5.00	4.00	flowers,clouds,water,,	97	0	0.11	1	2023-06-08 06:34:27	2023-06-08 06:34:27	2023-06-08 06:34:27
385	73edb425b7	1	1	GotPsi	j0145798	0.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	2.00	1.00	1.00	wall,corner,light,,	110	0	1.03	1	2023-06-08 06:36:46	2023-06-08 06:36:46	2023-06-08 06:36:46
386	6865be8b3a	1	1	GotPsi	400037	0.00	0.00	1.00	NULL	0.00	1.00	0.00	2.00	5.00	3.00	3.00	5.00	4.00	4.00	3.00	2.00	Wings,Window,Girl,Saucer,	253	0	-1.56	1	2023-06-08 08:00:10	2023-06-08 08:00:10	2023-06-08 08:00:10
387	6865be8b3a	1	1	GotPsi	400039	0.00	0.00	1.00	NULL	0.00	0.00	0.00	5.00	1.00	3.00	1.00	4.00	4.00	5.00	5.00	5.00	Swimming,Clouds,Seven,A,Movement	358	0	-1.25	1	2023-06-08 08:06:49	2023-06-08 08:06:49	2023-06-08 08:06:49
388	6865be8b3a	1	1	GotPsi	p170033	0.00	1.00	1.00	NULL	1.00	0.00	1.00	2.00	4.00	5.00	4.00	2.00	4.00	5.00	3.00	5.00	Baby,Blue,Girl,,	266	0	-0.77	1	2023-06-08 10:29:53	2023-06-08 10:29:53	2023-06-08 10:29:53
389	fff8c30e58	1	1	GotPsi	j0182466	0.00	0.00	0.00	NULL	0.00	1.00	0.00	3.00	5.00	5.00	3.00	3.00	2.00	1.00	1.00	5.00	arched,gate,plants,,	37	0	0.87	1	2023-06-08 14:13:21	2023-06-08 14:13:21	2023-06-08 14:13:21
390	9252d94eb6	1	1	gotpsi	400067	0.00	0.00	0.00	NULL	1.00	0.00	1.00	1.00	5.00	2.00	1.00	1.00	1.00	3.00	1.00	1.00	Faca,Painting,Plants,Oil painting,	188	0	0.81	1	2023-06-08 16:58:42	2023-06-08 16:58:42	2023-06-08 16:58:42
391	b18c90c4f5	1	1	GotPsi	400029	0.00	1.00	1.00	NULL	0.00	1.00	0.00	1.00	1.00	3.00	1.00	1.00	1.00	5.00	1.00	5.00	Mountain,Sky,Trees,,	108	0	-1.42	1	2023-06-08 18:14:54	2023-06-08 18:14:54	2023-06-08 18:14:54
392	b18c90c4f5	1	1	GotPsi	p121085	0.00	1.00	1.00	NULL	1.00	0.00	0.00	5.00	3.00	2.00	1.00	1.00	3.00	5.00	5.00	5.00	Water,Waves,People,,	67	0	-0.70	1	2023-06-08 18:52:08	2023-06-08 18:52:08	2023-06-08 18:52:08
393	0dd2d9fdd1	4	1	GotPsi	400015	1.00	0.00	0.00	NULL	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	3.00	2.00	1.00	1.00	table,kitchen,light,,	36	0	-0.19	1	2023-06-08 19:00:37	2023-06-08 19:00:37	2023-06-08 19:00:37
394	0dd2d9fdd1	4	1	GotPsi	p121036	1.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	5.00	1.00	1.00	3.00	5.00	1.00	5.00	tree,sky,nature,,	31	0	-1.56	1	2023-06-08 19:01:11	2023-06-08 19:01:11	2023-06-08 19:01:11
395	0dd2d9fdd1	4	1	GotPsi	p11001	0.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	1.00	5.00	1.00	3.00	2.00	1.00	1.00	bananas,apples,bowl,,	31	0	0.61	1	2023-06-08 19:01:45	2023-06-08 19:01:45	2023-06-08 19:01:45
396	0dd2d9fdd1	4	1	GotPsi	p72002	0.00	1.00	1.00	NULL	1.00	1.00	1.00	2.00	1.00	1.00	1.00	1.00	1.00	4.00	1.00	5.00	snowman,white,winter,,	30	0	-0.56	1	2023-06-08 19:02:17	2023-06-08 19:02:17	2023-06-08 19:02:17
397	0dd2d9fdd1	4	1	GotPsi	ph02926j	1.00	1.00	1.00	NULL	1.00	0.00	1.00	4.00	1.00	2.00	1.00	1.00	2.00	5.00	3.00	5.00	mountains,lake,calm,,	34	0	2.36	1	2023-06-08 19:03:09	2023-06-08 19:03:09	2023-06-08 19:03:09
398	0dd2d9fdd1	4	1	GotPsi	j0289938	1.00	1.00	1.00	NULL	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	3.00	5.00	2.00	5.00	sun,bright,sky,,	24	0	1.33	1	2023-06-08 19:03:36	2023-06-08 19:03:36	2023-06-08 19:03:36
399	40d9d19c86	1	1	gotpsi	ph01475j	0.00	1.00	1.00	NULL	0.00	0.00	0.00	1.00	1.00	1.00	3.00	1.00	3.00	3.00	2.00	1.00	colors,balloons,joy,,	195	0	-0.34	1	2023-06-08 19:36:09	2023-06-08 19:36:09	2023-06-08 19:36:09
400	40d9d19c86	1	2	gotpsi	p21000	0.00	1.00	0.00	NULL	1.00	0.00	0.00	1.00	1.00	5.00	1.00	5.00	3.00	5.00	5.00	5.00	jungle,animals,greens,,	349	0_100	-0.07	1	2023-06-08 19:42:28	2023-06-08 19:42:28	2023-06-08 19:42:28
401	5d400b32c9	1	1	gotpsi	400042	1.00	0.00	1.00	NULL	0.00	1.00	1.00	1.00	1.00	5.00	1.00	2.00	5.00	5.00	5.00	5.00	Fire,Forest,Trees,,	47	0	0.67	1	2023-06-09 00:09:11	2023-06-09 00:09:11	2023-06-09 00:09:11
402	5d400b32c9	1	2	gotpsi	p156007	1.00	0.00	0.00	NULL	0.00	1.00	0.00	2.00	5.00	2.00	1.00	1.00	2.00	3.00	5.00	4.00	City,Street,Crowded,Skkycraper,	47	0_100	-0.41	1	2023-06-09 00:10:02	2023-06-09 00:10:02	2023-06-09 00:10:02
403	a5311eec87	1	1	GotPsi	p11059	0.00	1.00	1.00	NULL	1.00	1.00	0.00	1.00	4.00	3.00	4.00	1.00	5.00	5.00	5.00	5.00	Rock formation,Green,Climbing,,	149	0	1.01	1	2023-06-09 00:22:57	2023-06-09 00:22:57	2023-06-09 00:22:57
404	a5311eec87	1	1	GotPsi	p1001	1.00	0.00	1.00	NULL	1.00	1.00	1.00	1.00	3.00	1.00	1.00	1.00	3.00	1.00	1.00	1.00	Computers,Desks,Work,,	74	0	-0.43	1	2023-06-09 00:24:23	2023-06-09 00:24:23	2023-06-09 00:24:23
405	a5311eec87	1	1	GotPsi	ph02969j	1.00	1.00	1.00	NULL	1.00	0.00	1.00	3.00	2.00	3.00	1.00	5.00	3.00	5.00	5.00	5.00	Nature,Animal,Outdoors,,	94	0	-1.42	1	2023-06-09 00:26:01	2023-06-09 00:26:01	2023-06-09 00:26:01
406	a5311eec87	1	1	GotPsi	j0078610	1.00	0.00	0.00	NULL	1.00	1.00	1.00	1.00	2.00	1.00	1.00	1.00	2.00	3.00	3.00	5.00	Plane,Fighter jet,Flying,,	70	0	1.23	1	2023-06-09 00:27:14	2023-06-09 00:27:14	2023-06-09 00:27:14
407	a5311eec87	1	1	GotPsi	j0178448	1.00	0.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	3.00	3.00	2.00	2.00	Stairs,Staircase,Yellow,,	90	0	-0.73	1	2023-06-09 00:28:47	2023-06-09 00:28:47	2023-06-09 00:28:47
408	a5311eec87	1	1	GotPsi	p107001	0.00	1.00	1.00	NULL	1.00	0.00	1.00	5.00	1.00	1.00	1.00	5.00	4.00	5.00	3.00	5.00	Ocean,Fish,Blue,,	70	0	-0.27	1	2023-06-09 00:30:02	2023-06-09 00:30:02	2023-06-09 00:30:02
409	a5311eec87	1	1	GotPsi	p247086	1.00	1.00	1.00	NULL	0.00	1.00	1.00	1.00	3.00	1.00	2.00	4.00	4.00	4.00	4.00	4.00	Arrow,Hunt,Africa,,	67	0	0.05	1	2023-06-09 00:31:12	2023-06-09 00:31:12	2023-06-09 00:31:12
410	a5311eec87	1	1	GotPsi	p11001	1.00	1.00	1.00	NULL	0.00	1.00	0.00	1.00	3.00	5.00	3.00	2.00	3.00	4.00	3.00	5.00	Field,Yellow grass,Grains,,	81	0	0.44	1	2023-06-09 00:32:36	2023-06-09 00:32:36	2023-06-09 00:32:36
411	a5311eec87	1	1	GotPsi	p74015	0.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	5.00	2.00	3.00	2.00	3.00	5.00	5.00	3.00	Child,Playing,House,,	62	0	-1.60	1	2023-06-09 00:33:45	2023-06-09 00:33:45	2023-06-09 00:33:45
412	a5311eec87	1	1	GotPsi	400005	1.00	0.00	1.00	NULL	1.00	1.00	1.00	4.00	3.00	4.00	2.00	2.00	4.00	2.00	3.00	3.00	No idea,I don’t know,No,,	62	0	-0.70	1	2023-06-09 00:34:50	2023-06-09 00:34:50	2023-06-09 00:34:50
413	a5311eec87	1	1	GotPsi	p56027	1.00	0.00	1.00	NULL	1.00	1.00	1.00	5.00	3.00	4.00	2.00	4.00	3.00	3.00	3.00	3.00	Wind,Black,No idea,,	67	0	-0.44	1	2023-06-09 00:36:00	2023-06-09 00:36:00	2023-06-09 00:36:00
414	a5311eec87	1	1	GotPsi	p100001	0.00	1.00	1.00	NULL	1.00	1.00	0.00	1.00	1.00	5.00	5.00	1.00	1.00	3.00	3.00	5.00	Seeds,Plants,Soil,,	64	0	-0.77	1	2023-06-09 00:37:07	2023-06-09 00:37:07	2023-06-09 00:37:07
415	a5311eec87	1	1	GotPsi	p56027	1.00	1.00	1.00	NULL	0.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	5.00	5.00	5.00	Thunder,Lightning,Red,,	43	0	0.21	1	2023-06-09 00:37:52	2023-06-09 00:37:52	2023-06-09 00:37:52
416	a5311eec87	1	1	GotPsi	j0145838	1.00	1.00	1.00	NULL	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	5.00	5.00	5.00	5.00	Thunder,Red,light,,	46	0	-1.42	1	2023-06-09 00:38:44	2023-06-09 00:38:44	2023-06-09 00:38:44
417	a5311eec87	1	1	GotPsi	p72094	0.00	1.00	1.00	NULL	1.00	0.00	1.00	5.00	1.00	1.00	1.00	5.00	4.00	5.00	5.00	5.00	Whale,Blue,Water,,	46	0	-1.31	1	2023-06-09 00:39:33	2023-06-09 00:39:33	2023-06-09 00:39:33
418	a5311eec87	1	1	GotPsi	p1042	1.00	1.00	1.00	NULL	0.00	1.00	1.00	3.00	2.00	1.00	1.00	4.00	3.00	4.00	5.00	5.00	Red,Lightning,Thunder,,	75	0	0.73	1	2023-06-09 00:40:51	2023-06-09 00:40:51	2023-06-09 00:40:51
419	a5311eec87	1	1	GotPsi	j0178355	0.00	1.00	1.00	NULL	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	3.00	Pipe,Tube,Construction,,	52	0	0.49	1	2023-06-09 00:41:49	2023-06-09 00:41:49	2023-06-09 00:41:49
420	a5311eec87	1	1	GotPsi	ph02786j	0.00	1.00	1.00	NULL	1.00	0.00	0.00	1.00	1.00	5.00	1.00	1.00	3.00	5.00	1.00	5.00	Flowers,Colors,Pretty,,	56	0	0.92	1	2023-06-09 00:42:48	2023-06-09 00:42:48	2023-06-09 00:42:48
421	a5311eec87	1	1	GotPsi	400067	1.00	0.00	1.00	NULL	0.00	1.00	1.00	1.00	3.00	1.00	2.00	1.00	3.00	1.00	3.00	3.00	City,Architecture,Freeway,,	104	0	0.02	1	2023-06-09 00:44:37	2023-06-09 00:44:37	2023-06-09 00:44:37
422	a5311eec87	1	1	GotPsi	j0180718	0.00	1.00	1.00	NULL	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Ribbon,Colors,Still,,	92	0	0.24	1	2023-06-09 00:46:13	2023-06-09 00:46:13	2023-06-09 00:46:13
423	a5311eec87	1	1	GotPsi	p7021	0.00	1.00	1.00	NULL	1.00	0.00	1.00	5.00	5.00	1.00	1.00	1.00	3.00	3.00	3.00	5.00	Submarine,Grey,People,,	60	0	-2.09	1	2023-06-09 00:47:16	2023-06-09 00:47:16	2023-06-09 00:47:16
424	9252d94eb6	1	1	gotpsi	p63084	1.00	0.00	0.00	NULL	0.00	0.00	0.00	2.00	1.00	1.00	1.00	1.00	1.00	5.00	1.00	5.00	Mountain,Clouds,Snow,,	116	0	0.69	1	2023-06-09 01:19:05	2023-06-09 01:19:05	2023-06-09 01:19:05
425	9252d94eb6	1	2	gotpsi	p140023	0.00	0.00	0.00	NULL	0.00	0.00	1.00	1.00	3.00	1.00	1.00	1.00	4.00	4.00	5.00	5.00	Car,Sidewalk,Road,Streetlight,Signs	70	0_100	0.05	1	2023-06-09 01:20:22	2023-06-09 01:20:22	2023-06-09 01:20:22
426	20c6cf9b66	1	1	gotpsi	j0180718	0.00	0.00	0.00	NULL	0.00	0.00	0.00	3.00	1.00	5.00	3.00	1.00	4.00	5.00	2.00	5.00	Jungle,Grass,Green,Animal,Trees	69	0	-0.46	1	2023-06-09 01:49:11	2023-06-09 01:49:11	2023-06-09 01:49:11
427	20c6cf9b66	1	2	gotpsi	p87037	0.00	0.00	1.00	NULL	0.00	0.00	0.00	1.00	5.00	1.00	1.00	1.00	3.00	4.00	5.00	5.00	Person,Fan,China,Makeup,Blue	99	0_100	-0.20	1	2023-06-09 01:51:01	2023-06-09 01:51:01	2023-06-09 01:51:01
428	8d382113e6	1	1	gotpsi	p72013	0.00	1.00	0.00	NULL	1.00	1.00	0.00	1.00	4.00	3.00	1.00	1.00	3.00	5.00	1.00	5.00	landscape,veiwing,green,,	119	0	-0.59	1	2023-06-09 02:20:27	2023-06-09 02:20:27	2023-06-09 02:20:27
429	8d382113e6	1	2	gotpsi	p1001	0.00	1.00	0.00	NULL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	5.00	4.00	5.00	2.00	4.00	diagonal,stone,sunny,,	97	0_100	-1.69	1	2023-06-09 02:22:11	2023-06-09 02:22:11	2023-06-09 02:22:11
430	0eba3300a3	4	1	GotPsi	p74015	0.00	0.00	1.00	NULL	0.00	1.00	1.00	1.00	5.00	2.00	2.00	2.00	3.00	3.00	5.00	5.00	ferris wheel,people,carnival,,	121	0	0.38	1	2023-06-09 02:38:04	2023-06-09 02:38:04	2023-06-09 02:38:04
431	0eba3300a3	4	1	GotPsi	j0175402	0.00	1.00	1.00	NULL	0.00	1.00	0.00	1.00	5.00	3.00	1.00	5.00	4.00	5.00	5.00	5.00	man on elephant,india or africa,colorful,,	112	0	1.64	1	2023-06-09 02:40:24	2023-06-09 02:40:24	2023-06-09 02:40:24
432	55c781238a	1	1	gotpsi	j0182466	0.00	1.00	1.00	NULL	0.00	1.00	0.00	1.00	1.00	3.00	3.00	4.00	4.00	2.00	2.00	4.00	animal,eyes,fur,,	67	0	-1.09	1	2023-06-09 04:21:21	2023-06-09 04:21:21	2023-06-09 04:21:21
433	55c781238a	1	2	gotpsi	400050	0.00	1.00	1.00	NULL	0.00	1.00	0.00	3.00	3.00	3.00	3.00	4.00	4.00	4.00	2.00	4.00	mountain,animal,fur,,	77	0_100	-2.00	1	2023-06-09 04:22:46	2023-06-09 04:22:46	2023-06-09 04:22:46
434	e80b9d9b0b	1	1	gotpsi	400074	1.00	1.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	5.00	1.00	2.00	3.00	5.00	1.00	5.00	Flower,Yellow,Orange,Green,	88	0	1.20	1	2023-06-09 04:51:14	2023-06-09 04:51:14	2023-06-09 04:51:14
435	e80b9d9b0b	1	2	gotpsi	j0178355	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	2.00	1.00	2.00	1.00	1.00	2.00	3.00	3.00	Purple,Round,Drops,,	61	0_100	0.33	1	2023-06-09 04:52:25	2023-06-09 04:52:25	2023-06-09 04:52:25
436	058e038d81	1	1	gotpsi	400099	1.00	0.00	0.00	NULL	0.00	0.00	0.00	3.00	5.00	1.00	2.00	1.00	2.00	1.00	3.00	5.00	buildings,blue,concrete,bridge,people	114	0	1.18	1	2023-06-09 05:15:00	2023-06-09 05:15:00	2023-06-09 05:15:00
437	058e038d81	1	2	gotpsi	p1029	0.00	1.00	1.00	NULL	1.00	1.00	0.00	1.00	2.00	1.00	1.00	1.00	1.00	5.00	1.00	5.00	deserted,impacts,grey,dust,	90	0_100	-2.00	1	2023-06-09 05:16:42	2023-06-09 05:16:42	2023-06-09 05:16:42
438	c7391ec6fe	1	1	gotpsi	p13096	0.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	3.00	4.00	4.00	3.00	3.00	5.00	5.00	5.00	Wood,Grass,Bend,Quiet,	85	0	-0.60	1	2023-06-09 05:17:17	2023-06-09 05:17:17	2023-06-09 05:17:17
439	c7391ec6fe	1	2	gotpsi	p1003	0.00	0.00	0.00	NULL	1.00	1.00	0.00	1.00	1.00	4.00	1.00	1.00	4.00	2.00	2.00	1.00	Table,Earth,Leaf,Stable,	74	0_100	-0.61	1	2023-06-09 05:18:42	2023-06-09 05:18:42	2023-06-09 05:18:42
440	20c6cf9b66	1	1	gotpsi	p25000	1.00	0.00	0.00	NULL	0.00	0.00	1.00	2.00	2.00	4.00	2.00	2.00	3.00	5.00	1.00	5.00	Rock,White,Pillars,,	78	0	-1.39	1	2023-06-09 06:37:02	2023-06-09 06:37:02	2023-06-09 06:37:02
441	0a2441f8cb	1	1	gotpsi	ph02809j	1.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.00	Paper,Pattern,Snowflake,,	133	0	-0.48	1	2023-06-09 07:33:06	2023-06-09 07:33:06	2023-06-09 07:33:06
442	0a2441f8cb	1	2	gotpsi	p100001	0.00	1.00	1.00	NULL	1.00	0.00	0.00	3.00	3.00	3.00	1.00	1.00	2.00	4.00	3.00	5.00	Bobble,Sport,Path,,	133	0_100	-0.53	1	2023-06-09 07:35:52	2023-06-09 07:35:52	2023-06-09 07:35:52
443	c7391ec6fe	1	1	gotpsi	p56011	0.00	1.00	0.00	NULL	1.00	1.00	0.00	5.00	3.00	1.00	1.00	3.00	2.00	4.00	4.00	4.00	Fast,Chill,Yellow,Blue,	53	0	-0.74	1	2023-06-09 08:09:28	2023-06-09 08:09:28	2023-06-09 08:09:28
444	c7391ec6fe	1	2	gotpsi	j0145707	0.00	0.00	0.00	NULL	1.00	1.00	0.00	1.00	5.00	1.00	3.00	1.00	3.00	2.00	3.00	2.00	Brown,Love,White,Wood,	55	0_100	0.70	1	2023-06-09 08:10:34	2023-06-09 08:10:34	2023-06-09 08:10:34
445	3a580f1422	1	1	gotpsi	400010	1.00	0.00	1.00	NULL	1.00	1.00	0.00	2.00	1.00	3.00	2.00	3.00	4.00	3.00	4.00	3.00	Rocky,Slow,Textured,,	64	0	-0.87	1	2023-06-09 09:01:47	2023-06-09 09:01:47	2023-06-09 09:01:47
446	3a580f1422	1	2	gotpsi	p134006	0.00	0.00	1.00	NULL	0.00	0.00	1.00	1.00	3.00	3.00	2.00	3.00	2.00	5.00	2.00	2.00	Orange,Star,Low,,	135	0_100	-0.87	1	2023-06-09 09:04:11	2023-06-09 09:04:11	2023-06-09 09:04:11
447	52b84ac23f	1	1	gotpsi	p100001	1.00	1.00	0.00	NULL	0.00	0.00	1.00	3.00	2.00	4.00	1.00	1.00	4.00	4.00	4.00	5.00	rocks,water,movement,,	98	0	-0.89	1	2023-06-09 09:52:39	2023-06-09 09:52:39	2023-06-09 09:52:39
448	52b84ac23f	1	2	gotpsi	j0145838	0.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	3.00	3.00	2.00	4.00	colors,rubber,round,,	43	0_100	-1.12	1	2023-06-09 09:53:25	2023-06-09 09:53:25	2023-06-09 09:53:25
449	80533c2558	1	1	GotPsi	400068	0.00	1.00	1.00	NULL	1.00	0.00	0.00	5.00	3.00	4.00	2.00	4.00	2.00	5.00	4.00	5.00	Sea,Waves,White,,	46	0	0.04	1	2023-06-09 10:32:32	2023-06-09 10:32:32	2023-06-09 10:32:32
450	80533c2558	1	2	GotPsi	p1029	0.00	0.00	1.00	NULL	0.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	4.00	1.00	3.00	1.00	Orane,Lights,Lamp,,	53	0_100	-0.46	1	2023-06-09 10:33:29	2023-06-09 10:33:29	2023-06-09 10:33:29
451	8f75ebcd08	1	1	GotPsi	p25000	1.00	1.00	1.00	NULL	0.00	0.00	0.00	4.00	2.00	4.00	1.00	3.00	4.00	4.00	3.00	4.00	Grass,Blue sky,Leopard,,	59	0	-0.84	1	2023-06-09 10:59:06	2023-06-09 10:59:06	2023-06-09 10:59:06
452	8f75ebcd08	1	2	GotPsi	p23071	1.00	0.00	1.00	NULL	1.00	1.00	0.00	2.00	2.00	1.00	1.00	1.00	5.00	4.00	1.00	5.00	Sand,Dessert,Dry,,	43	0_100	0.48	1	2023-06-09 10:59:54	2023-06-09 10:59:54	2023-06-09 10:59:54
453	551ffb1b22	1	1	gotpsi	p170010	0.00	0.00	1.00	NULL	0.00	1.00	0.00	1.00	3.00	3.00	1.00	1.00	4.00	1.00	1.00	3.00	statue,buddha,temple,church,pagoda	122	0	-1.39	1	2023-06-09 11:05:03	2023-06-09 11:05:03	2023-06-09 11:05:03
454	551ffb1b22	1	2	gotpsi	p46093	1.00	0.00	0.00	NULL	0.00	1.00	0.00	4.00	3.00	1.00	1.00	2.00	2.00	4.00	5.00	5.00	blue,whale,water,boat,sail	91	0_100	0.76	1	2023-06-09 11:06:38	2023-06-09 11:06:38	2023-06-09 11:06:38
455	36599c7eff	1	1	gotpsi	p74027	0.00	1.00	1.00	NULL	1.00	0.00	1.00	4.00	2.00	4.00	2.00	5.00	3.00	5.00	2.00	4.00	Frog,Green,Eyes,,	51	0	-0.34	1	2023-06-09 11:35:01	2023-06-09 11:35:01	2023-06-09 11:35:01
